start_date,end_date,pollster,sample_size,dem,rep,methodology,pollster_rating_id,numeric_grade,margin,dem_roll7,rep_roll7,margin_roll7
2022-12-06,2022-12-08,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,46.0,43.42857142857143,2.5714285714285716
2022-12-07,2022-12-09,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,46.0,43.285714285714285,2.7142857142857144
2022-12-08,2022-12-10,Morning Consult,7439.0,47.0,44.0,Online Panel,218,1.8,3.0,46.142857142857146,43.285714285714285,2.857142857142857
2022-12-09,2022-12-11,Morning Consult,7439.0,46.0,44.0,Online Panel,218,1.8,2.0,46.142857142857146,43.285714285714285,2.857142857142857
2022-12-09,2022-12-14,McLaughlin,1000.0,44.0,48.0,Online Panel,203,0.5,-4.0,45.857142857142854,44.0,1.8571428571428572
2022-12-10,2022-12-12,Morning Consult,7439.0,46.0,44.0,Online Panel,218,1.8,2.0,45.857142857142854,44.142857142857146,1.7142857142857142
2022-12-11,2022-12-13,Morning Consult,7439.0,46.0,44.0,Online Panel,218,1.8,2.0,45.857142857142854,44.285714285714285,1.5714285714285714
2022-12-12,2022-12-14,Morning Consult,7439.0,46.0,44.0,Online Panel,218,1.8,2.0,45.857142857142854,44.42857142857143,1.4285714285714286
2022-12-13,2022-12-15,Morning Consult,7439.0,47.0,44.0,Online Panel,218,1.8,3.0,46.0,44.57142857142857,1.4285714285714286
2022-12-14,2022-12-16,Morning Consult,7439.0,46.0,44.0,Online Panel,218,1.8,2.0,45.857142857142854,44.57142857142857,1.2857142857142858
2022-12-15,2022-12-17,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.857142857142854,44.42857142857143,1.4285714285714286
2022-12-16,2022-12-18,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,46.142857142857146,43.714285714285715,2.4285714285714284
2022-12-17,2022-12-19,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,46.142857142857146,43.57142857142857,2.5714285714285716
2022-12-18,2022-12-20,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,46.142857142857146,43.42857142857143,2.7142857142857144
2022-12-19,2022-12-21,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,46.142857142857146,43.285714285714285,2.857142857142857
2022-12-20,2022-12-22,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,46.0,43.142857142857146,2.857142857142857
2022-12-21,2022-12-23,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,46.0,43.0,3.0
2022-12-22,2022-12-24,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,46.0,43.0,3.0
2022-12-23,2022-12-25,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,46.0,43.0,3.0
2022-12-24,2022-12-26,Morning Consult,7439.0,46.0,44.0,Online Panel,218,1.8,2.0,46.0,43.142857142857146,2.857142857142857
2022-12-25,2022-12-27,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,46.0,43.142857142857146,2.857142857142857
2022-12-26,2022-12-28,Morning Consult,7439.0,45.0,44.0,Online Panel,218,1.8,1.0,45.857142857142854,43.285714285714285,2.5714285714285716
2022-12-27,2022-12-29,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.857142857142854,43.285714285714285,2.5714285714285716
2022-12-28,2022-12-30,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.857142857142854,43.285714285714285,2.5714285714285716
2022-12-29,2022-12-31,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.857142857142854,43.285714285714285,2.5714285714285716
2022-12-30,2023-01-01,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.857142857142854,43.285714285714285,2.5714285714285716
2022-12-31,2023-01-02,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.857142857142854,43.142857142857146,2.7142857142857144
2023-01-01,2023-01-03,Morning Consult,7439.0,46.0,42.0,Online Panel,218,1.8,4.0,45.857142857142854,43.0,2.857142857142857
2023-01-02,2023-01-04,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,46.0,42.857142857142854,3.142857142857143
2023-01-03,2023-01-05,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,46.0,42.857142857142854,3.142857142857143
2023-01-04,2023-01-06,Morning Consult,7439.0,45.0,44.0,Online Panel,218,1.8,1.0,45.857142857142854,43.0,2.857142857142857
2023-01-05,2023-01-07,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.857142857142854,43.0,2.857142857142857
2023-01-06,2023-01-08,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.857142857142854,43.0,2.857142857142857
2023-01-07,2023-01-09,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.857142857142854,43.0,2.857142857142857
2023-01-08,2023-01-10,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.714285714285715,43.142857142857146,2.5714285714285716
2023-01-09,2023-01-11,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.57142857142857,43.142857142857146,2.4285714285714284
2023-01-10,2023-01-12,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.42857142857143,43.142857142857146,2.2857142857142856
2023-01-11,2023-01-13,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.57142857142857,43.0,2.5714285714285716
2023-01-12,2023-01-16,YouGov,1029.0,46.0,40.0,Online Panel,391,2.9,6.0,45.57142857142857,42.57142857142857,3.0
2023-01-12,2023-01-14,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.42857142857143,42.57142857142857,2.857142857142857
2023-01-13,2023-01-15,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.285714285714285,42.57142857142857,2.7142857142857144
2023-01-14,2023-01-16,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.285714285714285,42.57142857142857,2.7142857142857144
2023-01-15,2023-01-17,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.42857142857143,42.57142857142857,2.857142857142857
2023-01-16,2023-01-18,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.42857142857143,42.57142857142857,2.857142857142857
2023-01-17,2023-01-19,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.42857142857143,42.57142857142857,2.857142857142857
2023-01-18,2023-01-20,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.285714285714285,43.0,2.2857142857142856
2023-01-19,2023-01-24,McLaughlin,1000.0,42.0,47.0,Online Panel,203,0.5,-5.0,44.857142857142854,43.57142857142857,1.2857142857142858
2023-01-19,2023-01-21,Emerson,1015.0,44.7,42.2,IVR/Online Panel,88,2.9,2.5,44.81428571428571,43.457142857142856,1.3571428571428572
2023-01-19,2023-01-20,Cygnal,2529.0,46.0,45.4,Online Panel/Text-to-Web,67,2.1,0.6000000000000014,44.957142857142856,43.800000000000004,1.1571428571428573
2023-01-19,2023-01-21,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,44.957142857142856,43.800000000000004,1.1571428571428573
2023-01-20,2023-01-24,Hart/POS,810.0,46.0,47.0,Live Phone,221,2.6,-1.0,45.1,44.371428571428574,0.7285714285714288
2023-01-20,2023-01-22,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.957142857142856,44.371428571428574,0.585714285714286
2023-01-21,2023-01-23,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.957142857142856,44.371428571428574,0.585714285714286
2023-01-22,2023-01-24,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.385714285714286,43.800000000000004,1.5857142857142859
2023-01-23,2023-01-25,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.42857142857143,43.91428571428571,1.5142857142857145
2023-01-24,2023-01-26,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.285714285714285,43.57142857142857,1.7142857142857142
2023-01-25,2023-01-27,Morning Consult,7439.0,46.0,42.0,Online Panel,218,1.8,4.0,45.285714285714285,43.42857142857143,1.8571428571428572
2023-01-26,2023-01-28,Morning Consult,7439.0,46.0,42.0,Online Panel,218,1.8,4.0,45.285714285714285,42.714285714285715,2.5714285714285716
2023-01-27,2023-01-29,Morning Consult,7439.0,46.0,42.0,Online Panel,218,1.8,4.0,45.42857142857143,42.57142857142857,2.857142857142857
2023-01-28,2023-01-30,Morning Consult,7439.0,45.0,42.0,Online Panel,218,1.8,3.0,45.42857142857143,42.42857142857143,3.0
2023-01-29,2023-01-31,Morning Consult,7439.0,45.0,42.0,Online Panel,218,1.8,3.0,45.42857142857143,42.285714285714285,3.142857142857143
2023-01-30,2023-02-01,Morning Consult,7439.0,44.0,43.0,Online Panel,218,1.8,1.0,45.285714285714285,42.285714285714285,3.0
2023-01-31,2023-02-02,Morning Consult,7439.0,44.0,43.0,Online Panel,218,1.8,1.0,45.142857142857146,42.285714285714285,2.857142857142857
2023-02-01,2023-02-03,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.0,42.42857142857143,2.5714285714285716
2023-02-02,2023-02-06,YouGov,1063.0,45.0,42.0,Online Panel,391,2.9,3.0,44.857142857142854,42.42857142857143,2.4285714285714284
2023-02-02,2023-02-04,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.714285714285715,42.57142857142857,2.142857142857143
2023-02-03,2023-02-05,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.714285714285715,42.714285714285715,2.0
2023-02-04,2023-02-06,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.714285714285715,42.857142857142854,1.8571428571428572
2023-02-05,2023-02-07,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.857142857142854,42.857142857142854,2.0
2023-02-06,2023-02-08,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.0,42.857142857142854,2.142857142857143
2023-02-07,2023-02-09,Morning Consult,7439.0,46.0,42.0,Online Panel,218,1.8,4.0,45.142857142857146,42.714285714285715,2.4285714285714284
2023-02-08,2023-02-10,Morning Consult,7439.0,47.0,42.0,Online Panel,218,1.8,5.0,45.42857142857143,42.714285714285715,2.7142857142857144
2023-02-09,2023-02-11,Morning Consult,7439.0,46.0,42.0,Online Panel,218,1.8,4.0,45.57142857142857,42.57142857142857,3.0
2023-02-10,2023-02-12,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.57142857142857,42.57142857142857,3.0
2023-02-11,2023-02-13,Morning Consult,7439.0,44.0,43.0,Online Panel,218,1.8,1.0,45.42857142857143,42.57142857142857,2.857142857142857
2023-02-12,2023-02-14,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.42857142857143,42.57142857142857,2.857142857142857
2023-02-13,2023-02-15,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.42857142857143,42.57142857142857,2.857142857142857
2023-02-14,2023-02-16,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.42857142857143,42.714285714285715,2.7142857142857144
2023-02-14,2023-02-20,Clarity,2002.0,42.0,44.0,Online Panel,52,1.6,-2.0,44.714285714285715,43.0,1.7142857142857142
2023-02-15,2023-02-17,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.57142857142857,43.142857142857146,1.4285714285714286
2023-02-16,2023-02-18,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.57142857142857,43.142857142857146,1.4285714285714286
2023-02-17,2023-02-23,McLaughlin,1000.0,41.0,48.0,Online Panel,203,0.5,-7.0,44.142857142857146,43.857142857142854,0.2857142857142857
2023-02-17,2023-02-22,Bullfinch,1201.0,42.0,37.0,Live Phone,692,1.8,5.0,43.714285714285715,43.0,0.7142857142857143
2023-02-17,2023-02-22,Bullfinch,1001.0,44.0,38.0,Live Phone,692,1.8,6.0,43.57142857142857,42.285714285714285,1.2857142857142858
2023-02-17,2023-02-19,Morning Consult,7439.0,44.0,43.0,Online Panel,218,1.8,1.0,43.285714285714285,42.285714285714285,1.0
2023-02-18,2023-02-20,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,43.714285714285715,42.142857142857146,1.5714285714285714
2023-02-19,2023-02-21,Morning Consult,7439.0,44.0,43.0,Online Panel,218,1.8,1.0,43.57142857142857,42.142857142857146,1.4285714285714286
2023-02-20,2023-02-22,Morning Consult,7439.0,44.0,43.0,Online Panel,218,1.8,1.0,43.42857142857143,42.142857142857146,1.2857142857142858
2023-02-21,2023-02-23,Morning Consult,7439.0,45.0,42.0,Online Panel,218,1.8,3.0,44.0,41.285714285714285,2.7142857142857144
2023-02-22,2023-02-24,Morning Consult,7439.0,45.0,42.0,Online Panel,218,1.8,3.0,44.42857142857143,42.0,2.4285714285714284
2023-02-23,2023-02-25,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.57142857142857,42.714285714285715,1.8571428571428572
2023-02-24,2023-02-25,Emerson,1060.0,42.7,44.5,IVR/Online Panel,88,2.9,-1.7999999999999972,44.385714285714286,42.92857142857143,1.4571428571428575
2023-02-24,2023-02-26,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.385714285714286,42.92857142857143,1.4571428571428575
2023-02-24,2023-02-27,Cygnal,2424.0,46.3,45.4,Online Panel/Text-to-Web,67,2.1,0.8999999999999986,44.714285714285715,43.271428571428565,1.442857142857143
2023-02-25,2023-02-27,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.857142857142854,43.271428571428565,1.5857142857142859
2023-02-26,2023-02-28,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.857142857142854,43.41428571428571,1.442857142857143
2023-02-27,2023-03-01,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.857142857142854,43.55714285714286,1.3000000000000003
2023-02-28,2023-03-02,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.857142857142854,43.55714285714286,1.3000000000000003
2023-03-01,2023-03-03,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.32857142857143,43.34285714285714,1.9857142857142855
2023-03-01,2023-03-03,Winston,1000.0,44.0,45.0,Unknown,385,2.5,-1.0,45.18571428571429,43.628571428571426,1.557142857142857
2023-03-02,2023-03-04,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.142857142857146,43.285714285714285,1.8571428571428572
2023-03-03,2023-03-05,Morning Consult,7439.0,46.0,42.0,Online Panel,218,1.8,4.0,45.285714285714285,43.142857142857146,2.142857142857143
2023-03-04,2023-03-06,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.285714285714285,43.142857142857146,2.142857142857143
2023-03-05,2023-03-07,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.285714285714285,43.142857142857146,2.142857142857143
2023-03-06,2023-03-08,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.285714285714285,43.142857142857146,2.142857142857143
2023-03-07,2023-03-09,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.142857142857146,43.142857142857146,2.0
2023-03-07,2023-03-09,OnMessage Inc.,800.0,42.0,48.0,Online Panel,239,1.1,-6.0,44.857142857142854,43.57142857142857,1.2857142857142858
2023-03-08,2023-03-10,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.714285714285715,43.57142857142857,1.1428571428571428
2023-03-09,2023-03-11,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.57142857142857,43.714285714285715,0.8571428571428571
2023-03-10,2023-03-12,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.57142857142857,43.714285714285715,0.8571428571428571
2023-03-11,2023-03-13,Morning Consult,7439.0,46.0,42.0,Online Panel,218,1.8,4.0,44.714285714285715,43.57142857142857,1.1428571428571428
2023-03-12,2023-03-14,Morning Consult,7439.0,46.0,42.0,Online Panel,218,1.8,4.0,44.857142857142854,43.42857142857143,1.4285714285714286
2023-03-13,2023-03-15,Morning Consult,7439.0,47.0,41.0,Online Panel,218,1.8,6.0,45.142857142857146,43.142857142857146,2.0
2023-03-14,2023-03-16,Morning Consult,7439.0,47.0,41.0,Online Panel,218,1.8,6.0,45.857142857142854,42.142857142857146,3.7142857142857144
2023-03-15,2023-03-17,Morning Consult,7439.0,46.0,42.0,Online Panel,218,1.8,4.0,46.0,42.0,4.0
2023-03-16,2023-03-18,Morning Consult,7439.0,46.0,42.0,Online Panel,218,1.8,4.0,46.142857142857146,41.857142857142854,4.285714285714286
2023-03-16,2023-03-20,McLaughlin,1000.0,42.0,46.0,Online Panel,203,0.5,-4.0,45.714285714285715,42.285714285714285,3.4285714285714284
2023-03-17,2023-03-19,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.57142857142857,42.42857142857143,3.142857142857143
2023-03-18,2023-03-20,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.57142857142857,42.57142857142857,3.0
2023-03-19,2023-03-21,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.42857142857143,42.857142857142854,2.5714285714285716
2023-03-20,2023-03-22,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.142857142857146,43.142857142857146,2.0
2023-03-21,2023-03-23,OnMessage Inc.,800.0,42.0,48.0,Online Panel,239,1.1,-6.0,44.57142857142857,44.0,0.5714285714285714
2023-03-21,2023-03-23,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.42857142857143,44.142857142857146,0.2857142857142857
2023-03-22,2023-03-24,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.857142857142854,43.714285714285715,1.1428571428571428
2023-03-23,2023-03-25,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.857142857142854,43.714285714285715,1.1428571428571428
2023-03-24,2023-03-26,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.714285714285715,43.714285714285715,1.0
2023-03-25,2023-03-27,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.57142857142857,43.714285714285715,0.8571428571428571
2023-03-26,2023-03-28,Morning Consult,7439.0,45.0,44.0,Online Panel,218,1.8,1.0,44.57142857142857,43.857142857142854,0.7142857142857143
2023-03-26,2023-03-27,Cygnal,2550.0,45.2,45.8,Online Panel/Text-to-Web,67,2.1,-0.5999999999999943,45.028571428571425,43.542857142857144,1.4857142857142864
2023-03-27,2023-03-29,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.028571428571425,43.542857142857144,1.4857142857142864
2023-03-28,2023-03-30,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.028571428571425,43.542857142857144,1.4857142857142864
2023-03-29,2023-03-31,Morning Consult,7439.0,45.0,42.0,Online Panel,218,1.8,3.0,45.028571428571425,43.4,1.6285714285714294
2023-03-30,2023-04-01,Morning Consult,7439.0,45.0,42.0,Online Panel,218,1.8,3.0,45.028571428571425,43.25714285714286,1.7714285714285722
2023-03-31,2023-04-02,Morning Consult,7439.0,45.0,42.0,Online Panel,218,1.8,3.0,45.028571428571425,43.114285714285714,1.914285714285715
2023-04-01,2023-04-03,Morning Consult,7439.0,45.0,42.0,Online Panel,218,1.8,3.0,45.028571428571425,42.82857142857143,2.2000000000000006
2023-04-02,2023-04-04,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.0,42.42857142857143,2.5714285714285716
2023-04-03,2023-04-05,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.142857142857146,42.42857142857143,2.7142857142857144
2023-04-04,2023-04-06,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.285714285714285,42.42857142857143,2.857142857142857
2023-04-05,2023-04-07,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.42857142857143,42.57142857142857,2.857142857142857
2023-04-05,2023-04-10,Clarity,1214.0,45.0,43.0,Online Panel,52,1.6,2.0,45.42857142857143,42.714285714285715,2.7142857142857144
2023-04-06,2023-04-08,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.42857142857143,42.857142857142854,2.5714285714285716
2023-04-07,2023-04-09,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.42857142857143,43.0,2.4285714285714284
2023-04-08,2023-04-10,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.42857142857143,43.0,2.4285714285714284
2023-04-09,2023-04-11,Morning Consult,7439.0,45.0,42.0,Online Panel,218,1.8,3.0,45.285714285714285,42.857142857142854,2.4285714285714284
2023-04-10,2023-04-12,Morning Consult,7439.0,45.0,42.0,Online Panel,218,1.8,3.0,45.142857142857146,42.714285714285715,2.4285714285714284
2023-04-11,2023-04-17,Fabrizio/Impact,1500.0,42.0,43.0,Unknown,694,1.7,-1.0,44.57142857142857,42.714285714285715,1.8571428571428572
2023-04-11,2023-04-13,OnMessage Inc.,800.0,41.0,47.0,Online Panel,239,1.1,-6.0,44.0,43.285714285714285,0.7142857142857143
2023-04-11,2023-04-13,Morning Consult,7439.0,46.0,42.0,Online Panel,218,1.8,4.0,44.142857142857146,43.142857142857146,1.0
2023-04-12,2023-04-14,Morning Consult,7439.0,46.0,42.0,Online Panel,218,1.8,4.0,44.285714285714285,43.0,1.2857142857142858
2023-04-13,2023-04-15,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,44.42857142857143,43.0,1.4285714285714286
2023-04-14,2023-04-16,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,44.42857142857143,43.142857142857146,1.2857142857142858
2023-04-15,2023-04-17,Morning Consult,7439.0,46.0,42.0,Online Panel,218,1.8,4.0,44.57142857142857,43.142857142857146,1.4285714285714286
2023-04-16,2023-04-18,Morning Consult,7439.0,46.0,42.0,Online Panel,218,1.8,4.0,45.142857142857146,43.0,2.142857142857143
2023-04-17,2023-04-19,Morning Consult,7439.0,46.0,42.0,Online Panel,218,1.8,4.0,45.857142857142854,42.285714285714285,3.5714285714285716
2023-04-18,2023-04-20,Morning Consult,7439.0,46.0,42.0,Online Panel,218,1.8,4.0,45.857142857142854,42.285714285714285,3.5714285714285716
2023-04-18,2023-04-20,Cygnal,2500.0,44.0,46.1,Online Panel/Text-to-Web,67,2.1,-2.1000000000000014,45.57142857142857,42.871428571428574,2.6999999999999997
2023-04-19,2023-04-21,Morning Consult,7439.0,45.0,43.0,Online Panel,218,1.8,2.0,45.42857142857143,42.871428571428574,2.557142857142857
2023-04-20,2023-04-22,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,45.57142857142857,42.871428571428574,2.6999999999999997
2023-04-20,2023-04-24,co/efficient,1956.0,40.0,36.0,Unknown,514,1.1,4.0,44.714285714285715,42.01428571428572,2.6999999999999997
2023-04-21,2023-04-23,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,44.714285714285715,42.15714285714286,2.557142857142857
2023-04-22,2023-04-24,Morning Consult,7439.0,46.0,43.0,Online Panel,218,1.8,3.0,44.714285714285715,42.300000000000004,2.414285714285714
